level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
6615,2019-11-04,TWO,Two Harbors Investment Corp.,purchase,"$50,001 - $100,000",John Hoeven,1572843600,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,13.869999885559082,14.649999618530273,0.056,14.800000190734865,0.067,15.260000228881836,0.1,4.3400001525878915,-0.687,3078.27001953125,3112.760009765625,0.011,3246.280029296875,0.055,3327.7099609375,0.081,2830.7099609375,-0.08
6616,2019-11-04,XOM,Exxon Mobil Corporation,purchase,"$50,001 - $100,000",John Hoeven,1572843600,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,71.66999816894531,68.65000152587889,-0.042,70.87000274658203,-0.011,61.47000122070313,-0.142,43.13999938964844,-0.398,3078.27001953125,3112.760009765625,0.011,3246.280029296875,0.055,3327.7099609375,0.081,2830.7099609375,-0.08
6617,2019-11-04,EXC,Exelon Corporation,purchase,"$50,001 - $100,000",John Hoeven,1572843600,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,44.5,44.540000915527344,0.001,45.63999938964844,0.026,48.18999862670898,0.083,35.79999923706055,-0.196,3078.27001953125,3112.760009765625,0.011,3246.280029296875,0.055,3327.7099609375,0.081,2830.7099609375,-0.08
6618,2019-11-04,CVX,Chevron Corporation,purchase,"$50,001 - $100,000",John Hoeven,1572843600,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,121.56999969482422,116.94000244140624,-0.038,120.5999984741211,-0.008,108.94000244140624,-0.104,89.44000244140625,-0.264,3078.27001953125,3112.760009765625,0.011,3246.280029296875,0.055,3327.7099609375,0.081,2830.7099609375,-0.08
6619,2019-10-15,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Shelley M Capito,1571112000,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,141.57000732421875,147.30999755859375,0.041,154.52999877929688,0.092,167.10000610351562,0.18,165.13999938964844,0.166,2995.679931640625,3094.0400390625,0.033,3168.800048828125,0.058,3329.6201171875,0.111,2789.820068359375,-0.069
6620,2019-10-08,RPM,RPM International Inc.,sale_partial,"$15,001 - $50,000",Daniel S Sullivan,1570507200,Virginia,Democratic,0,20,20,$10472845,$884040,8.44%,Raised over $100k,66.33999633789061,73.7300033569336,0.111,74.4800033569336,0.123,73.04000091552734,0.101,56.93999862670898,-0.142,2893.06005859375,3076.780029296875,0.064,3145.909912109375,0.087,3265.35009765625,0.129,2488.64990234375,-0.14
6621,2019-10-29,ALB,Albemarle Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1572321600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,63.02999877929688,65.5,0.039,71.93000030517578,0.141,80.79000091552734,0.282,61.52999877929688,-0.024,3036.889892578125,3153.6298828125,0.038,3221.2900390625,0.061,3248.919921875,0.07,2836.739990234375,-0.066
6622,2019-10-23,NFLX,"Netflix, Inc.",sale_full,"$15,001 - $50,000","David A Perdue , Jr",1571803200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,271.26998901367193,311.69000244140625,0.149,333.1000061035156,0.228,348.5199890136719,0.285,422.9599914550781,0.559,3004.52001953125,3103.5400390625,0.033,3224.010009765625,0.073,3276.239990234375,0.09,2874.56005859375,-0.043
6623,2019-10-28,PEP,"PepsiCo, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1572235200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,136.57000732421878,135.69999694824222,-0.006,137.53999328613278,0.007,142.02000427246094,0.04,134.36000061035156,-0.016,3039.419921875,3140.52001953125,0.033,3240.02001953125,0.066,3225.52001953125,0.061,2836.739990234375,-0.067
6624,2019-10-28,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1572235200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,62.26250076293945,66.07250213623047,0.061,72.44999694824219,0.164,77.37750244140625,0.243,70.74250030517578,0.136,3039.419921875,3140.52001953125,0.033,3240.02001953125,0.066,3225.52001953125,0.061,2836.739990234375,-0.067
6625,2019-10-28,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1572235200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,62.26250076293945,66.07250213623047,0.061,72.44999694824219,0.164,77.37750244140625,0.243,70.74250030517578,0.136,3039.419921875,3140.52001953125,0.033,3240.02001953125,0.066,3225.52001953125,0.061,2836.739990234375,-0.067
6626,2019-10-28,ALB,Albemarle Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1572235200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,63.7400016784668,65.58999633789061,0.029,72.01000213623047,0.13,80.27999877929688,0.259,61.52999877929688,-0.035,3039.419921875,3140.52001953125,0.033,3240.02001953125,0.066,3225.52001953125,0.061,2836.739990234375,-0.067
6627,2019-10-29,DIS,The Walt Disney Company,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1572321600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,129.47999572753906,151.47999572753906,0.17,143.77000427246094,0.11,141.32000732421875,0.091,101.19000244140624,-0.218,3036.889892578125,3153.6298828125,0.038,3221.2900390625,0.061,3248.919921875,0.07,2836.739990234375,-0.066
6629,2019-09-30,EAF,GrafTech International Ltd.,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,12.800000190734865,12.670000076293945,-0.01,14.489999771118164,0.132,11.390000343322756,-0.11,8.270000457763674,-0.354,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6630,2019-09-30,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,139.02999877929688,142.8300018310547,0.027,152.32000732421875,0.096,160.6199951171875,0.155,149.6999969482422,0.077,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6631,2019-09-30,COP,ConocoPhillips Company,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,56.97999954223633,57.09000015258789,0.002,60.34000015258789,0.059,65.45999908447266,0.149,29.25,-0.487,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6632,2019-09-30,STT,State Street Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,59.18999862670898,67.20999908447266,0.135,75.33000183105469,0.273,80.76000213623047,0.364,48.65999984741211,-0.178,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6633,2019-09-30,PG,The Procter &amp; Gamble Company,sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,124.37999725341795,123.5999984741211,-0.006,121.76000213623048,-0.021,123.41000366210938,-0.008,110.16999816894531,-0.114,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6634,2019-09-30,DIS,The Walt Disney Company,sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,130.32000732421878,129.47999572753906,-0.006,151.47999572753906,0.162,148.1999969482422,0.137,96.4000015258789,-0.26,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6635,2019-09-30,USB,U.S. Bancorp,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,55.34000015258789,57.34000015258789,0.036,60.18999862670898,0.088,59.20000076293945,0.07,35.77000045776367,-0.354,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6636,2019-09-30,KO,The Coca-Cola Company,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,54.43999862670898,53.40999984741211,-0.019,53.95000076293945,-0.009,54.9900016784668,0.01,42.810001373291016,-0.214,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6637,2019-09-30,MSM,"MSC Industrial Direct Co., Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,72.52999877929688,74.41999816894531,0.026,74.48999786376953,0.027,78.7699966430664,0.086,51.93000030517578,-0.284,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6638,2019-09-30,PEP,"PepsiCo, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,137.10000610351562,136.08000183105472,-0.007,135.91000366210938,-0.009,135.82000732421878,-0.009,120.45999908447266,-0.121,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6639,2019-09-30,XOM,Exxon Mobil Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,70.61000061035156,68.44000244140625,-0.031,68.69999694824219,-0.027,70.9000015258789,0.004,36.95000076293945,-0.477,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6640,2019-09-30,NWSA,News Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,13.920000076293945,13.960000038146973,0.003,13.06999969482422,-0.061,14.4399995803833,0.037,8.529999732971191,-0.387,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6641,2019-09-30,SYK,Stryker Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,216.3000030517578,220.52999877929688,0.02,204.94000244140625,-0.053,210.4499969482422,-0.027,159.22000122070312,-0.264,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6642,2019-09-30,BOIVF,Bollore,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,4.170000076293944,4.369999885559082,0.048,4.260000228881837,0.022,4.440000057220459,0.065,2.869999885559082,-0.312,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6643,2019-09-30,ORCL,Oracle Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,55.02999877929688,54.79999923706055,-0.004,56.61000061035156,0.029,53.95000076293945,-0.02,49.83000183105469,-0.094,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6644,2019-09-30,FOX,Fox Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,31.540000915527344,32.049999237060554,0.016,35.029998779296875,0.111,36.459999084472656,0.156,22.040000915527344,-0.301,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6645,2019-09-30,BK,The Bank of New York Mellon Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,45.209999084472656,46.63000106811523,0.031,48.959999084472656,0.083,50.91999816894531,0.126,32.540000915527344,-0.28,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6646,2019-09-30,BKNG,Booking Holdings Inc.,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,1962.6099853515625,2042.800048828125,0.041,1906.449951171875,-0.029,2074.580078125,0.057,1255.1500244140625,-0.36,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6647,2019-09-30,ANTM,"Anthem, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,240.1000061035156,272.6400146484375,0.136,289.45001220703125,0.206,300.8699951171875,0.253,222.9600067138672,-0.071,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6648,2019-09-30,SYY,Sysco Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,79.4000015258789,79.11000061035156,-0.004,81.05999755859375,0.021,84.66000366210938,0.066,50.45000076293945,-0.365,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6649,2019-09-30,UHAL,AMERCO,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569816000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,390.0400085449219,409.2999877929688,0.049,365.30999755859375,-0.063,382.20001220703125,-0.02,288.239990234375,-0.261,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6651,2019-10-01,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1569902400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,46.88000106811523,49.02000045776367,0.046,47.31999969482422,0.009,50.56999969482422,0.079,44.7599983215332,-0.045,2940.25,3046.77001953125,0.036,3140.97998046875,0.068,3234.85009765625,0.1,2541.469970703125,-0.136
6653,2019-10-02,IP,International Paper Company,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569988800,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,39.459999084472656,43.68000030517578,0.107,46.2400016784668,0.172,43.95000076293945,0.114,30.6200008392334,-0.224,2887.610107421875,3037.56005859375,0.052,3113.8701171875,0.078,3246.280029296875,0.124,2541.469970703125,-0.12
6654,2019-10-10,PBA,Pembina Pipeline Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1570680000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,35.5099983215332,35.56999969482422,0.002,35.400001525878906,-0.003,38.47000122070313,0.083,19.450000762939453,-0.452,2938.1298828125,3093.080078125,0.053,3132.52001953125,0.066,3283.14990234375,0.117,2663.679931640625,-0.093
6655,2019-10-11,SPY,SPDR S&amp;P 500 ETF,purchase,"$15,001 - $50,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,296.2799987792969,308.3500061035156,0.041,314.4200134277344,0.061,328.19000244140625,0.108,265.1300048828125,-0.105,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6656,2019-10-11,CTSH,Cognizant Technology Solutions Corporation,sale_full,"$15,001 - $50,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,60.61000061035156,62.63999938964844,0.033,60.68000030517578,0.001,61.849998474121094,0.02,47.79999923706055,-0.211,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6657,2019-10-11,XOM,Exxon Mobil Corporation,sale_full,"$15,001 - $50,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,68.98000335693361,70.33999633789061,0.02,68.95999908447266,-0.0,69.08999633789061,0.002,41.2400016784668,-0.402,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6658,2019-10-11,RF,Regions Financial Corporation,sale_partial,"$100,001 - $250,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,15.43000030517578,16.770000457763672,0.087,16.84000015258789,0.091,16.309999465942386,0.057,9.390000343322754,-0.391,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6659,2019-10-11,MOS,The Mosaic Company,sale_full,"$15,001 - $50,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,20.71999931335449,20.93000030517578,0.01,18.21999931335449,-0.121,21.520000457763672,0.039,11.670000076293945,-0.437,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6660,2019-10-11,DVN,Devon Energy Corporation,sale_full,"$100,001 - $250,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,21.26000022888184,22.53000068664551,0.06,23.420000076293945,0.102,26.239999771118164,0.234,8.710000038146973,-0.59,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6662,2019-10-11,SPY,SPDR S&amp;P 500 ETF,purchase,"$500,001 - $1,000,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,296.2799987792969,308.3500061035156,0.041,314.4200134277344,0.061,328.19000244140625,0.108,265.1300048828125,-0.105,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6663,2019-10-11,FDX,FedEx Corporation,sale_full,"$100,001 - $250,000","David A Perdue , Jr",1570766400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,145.5399932861328,162.17999267578125,0.114,159.0800018310547,0.093,159.14999389648438,0.094,115.9499969482422,-0.203,2970.27001953125,3087.010009765625,0.039,3141.6298828125,0.058,3289.2900390625,0.107,2659.409912109375,-0.105
6664,2019-10-15,NWSA,News Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1571112000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,13.420000076293945,13.109999656677244,-0.023,13.59000015258789,0.013,14.90999984741211,0.111,9.489999771118164,-0.293,2995.679931640625,3094.0400390625,0.033,3168.800048828125,0.058,3329.6201171875,0.111,2789.820068359375,-0.069
6665,2019-10-16,NWSA,News Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1571198400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,13.65999984741211,12.90999984741211,-0.055,13.729999542236328,0.005,14.489999771118164,0.061,9.489999771118164,-0.305,2989.68994140625,3096.6298828125,0.036,3191.449951171875,0.067,3320.7900390625,0.111,2789.820068359375,-0.067
6666,2019-10-17,TRGP,Targa Resources Corp.,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1571284800,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,38.97999954223633,39.2599983215332,0.007,38.0,-0.025,39.349998474121094,0.009,8.550000190734862,-0.781,2997.949951171875,3120.4599609375,0.041,3192.52001953125,0.065,3321.75,0.108,2761.6298828125,-0.079
6667,2019-10-18,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1571371200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,48.709999084472656,47.68000030517578,-0.021,50.86999893188477,0.044,57.4900016784668,0.18,51.7400016784668,0.062,2986.199951171875,3122.030029296875,0.045,3191.139892578125,0.069,3325.5400390625,0.114,2846.06005859375,-0.047
6668,2019-10-23,DOW,Dow Inc.,sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1571803200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,47.22999954223633,53.88000106811523,0.141,54.93000030517578,0.163,47.15999984741211,-0.001,33.419998168945305,-0.292,3004.52001953125,3103.5400390625,0.033,3224.010009765625,0.073,3276.239990234375,0.09,2874.56005859375,-0.043
6669,2019-10-23,RF,Regions Financial Corporation,sale_full,"$15,001 - $50,000","David A Perdue , Jr",1571803200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,16.280000686645508,16.489999771118164,0.013,17.170000076293945,0.055,15.529999732971193,-0.046,9.520000457763672,-0.415,3004.52001953125,3103.5400390625,0.033,3224.010009765625,0.073,3276.239990234375,0.09,2874.56005859375,-0.043
6670,2019-10-23,PAA,"Plains All American Pipeline, L.P.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1571803200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,19.170000076293945,17.549999237060547,-0.085,18.899999618530273,-0.014,17.530000686645508,-0.086,7.269999980926514,-0.621,3004.52001953125,3103.5400390625,0.033,3224.010009765625,0.073,3276.239990234375,0.09,2874.56005859375,-0.043
6671,2019-10-25,ALB,Albemarle Corporation,purchase,"$15,001 - $50,000","David A Perdue , Jr",1571976000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,63.59000015258789,65.13999938964844,0.024,72.48999786376953,0.14,80.77999877929688,0.27,57.86000061035156,-0.09,3022.550048828125,3133.639892578125,0.037,3239.909912109375,0.072,3283.659912109375,0.086,2736.56005859375,-0.095
6672,2019-10-23,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Pat Roberts,1571803200,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,137.24000549316406,149.47999572753906,0.089,157.41000366210938,0.147,165.4600067138672,0.206,178.60000610351562,0.301,3004.52001953125,3103.5400390625,0.033,3224.010009765625,0.073,3276.239990234375,0.09,2874.56005859375,-0.043
6673,2019-10-17,KTB,"Kontoor Brands, Inc.",sale_full,"$1,001 - $15,000",Pat Roberts,1571284800,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,38.47000122070313,36.02999877929688,-0.063,38.9900016784668,0.014,41.47999954223633,0.078,20.0,-0.48,2997.949951171875,3120.4599609375,0.041,3192.52001953125,0.065,3321.75,0.108,2761.6298828125,-0.079
6674,2019-10-01,KTB,"Kontoor Brands, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1569902400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,34.779998779296875,39.38000106811523,0.132,35.849998474121094,0.031,42.790000915527344,0.23,20.299999237060547,-0.416,2940.25,3046.77001953125,0.036,3140.97998046875,0.068,3234.85009765625,0.1,2541.469970703125,-0.136
6675,2019-10-01,AMZN,"Amazon.com, Inc.",sale_full,"$1,001 - $15,000",Pat Roberts,1569902400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,1735.6500244140625,1779.989990234375,0.026,1800.800048828125,0.038,1874.969970703125,0.08,1900.0999755859373,0.095,2940.25,3046.77001953125,0.036,3140.97998046875,0.068,3234.85009765625,0.1,2541.469970703125,-0.136
6676,2019-10-31,MA,Mastercard Incorporated,purchase,"$15,001 - $50,000",Pat Roberts,1572494400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,276.8099975585937,286.4700012207031,0.035,303.3900146484375,0.096,328.32000732421875,0.186,265.1199951171875,-0.042,3037.56005859375,3113.8701171875,0.025,3257.85009765625,0.073,3334.68994140625,0.098,2878.47998046875,-0.052
6677,2019-10-15,AAPL,Apple Inc.,sale_full,"$15,001 - $50,000",Pat Roberts,1571112000,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,58.83000183105469,66.11750030517578,0.124,68.78749847412111,0.169,79.68250274658203,0.354,66.99749755859375,0.139,2995.679931640625,3094.0400390625,0.033,3168.800048828125,0.058,3329.6201171875,0.111,2789.820068359375,-0.069
6678,2019-10-01,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Pat Roberts,1569902400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,174.0,203.0,0.167,216.7400054931641,0.246,236.07000732421875,0.357,252.72999572753903,0.452,2940.25,3046.77001953125,0.036,3140.97998046875,0.068,3234.85009765625,0.1,2541.469970703125,-0.136
6679,2019-10-31,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1572494400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,287.4100036621094,309.989990234375,0.079,329.80999755859375,0.148,369.6700134277344,0.286,421.3800048828125,0.466,3037.56005859375,3113.8701171875,0.025,3257.85009765625,0.073,3334.68994140625,0.098,2878.47998046875,-0.052
6680,2019-10-01,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1569902400,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,269.57998657226557,291.45001220703125,0.081,314.6600036621094,0.167,325.8999938964844,0.209,357.1199951171875,0.325,2940.25,3046.77001953125,0.036,3140.97998046875,0.068,3234.85009765625,0.1,2541.469970703125,-0.136
6681,2019-10-03,AAPL,Apple Inc.,purchase,"$15,001 - $50,000",Pat Roberts,1570075200,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,55.20500183105469,63.95500183105469,0.159,64.86250305175781,0.175,74.59750366210938,0.351,63.70249938964844,0.154,2910.6298828125,3066.909912109375,0.054,3093.199951171875,0.063,3237.179931640625,0.112,2626.64990234375,-0.098
6683,2019-10-21,IBM,International Business Machines Corporation,purchase,"$50,001 - $100,000",John Hoeven,1571630400,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,132.58000183105472,134.52000427246094,0.015,134.55999755859378,0.015,140.55999755859378,0.06,120.12000274658205,-0.094,3006.719970703125,3120.179931640625,0.038,3205.3701171875,0.066,3295.469970703125,0.096,2874.56005859375,-0.044
6684,2019-09-25,WFC,Wells Fargo &amp; Company,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,49.2599983215332,51.099998474121094,0.037,54.27999877929688,0.102,53.91999816894531,0.095,26.5,-0.462,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
